datetime,open,high,low,close,volume
2023-03-06,1564.57,1583.49,1554.44,1565.84,307709.3011
2023-03-07,1565.84,1584.49,1536.14,1561.96,437947.9032
2023-03-08,1561.95,1570.89,1523.61,1532.38,460101.7658
2023-03-09,1532.38,1546.45,1408.0,1437.32,718485.1364
2023-03-10,1437.32,1439.43,1368.39,1426.44,960262.4509
2023-03-11,1426.43,1478.07,1408.4,1471.97,1374859.6201
2023-03-12,1471.93,1594.19,1448.3,1580.33,1002355.0929
2023-03-13,1580.33,1693.49,1565.0,1673.45,1228063.6053
2023-03-14,1673.44,1780.02,1655.24,1699.4,1283321.2355
2023-03-15,1699.41,1716.9,1611.0,1649.96,963142.4833
2023-03-16,1649.95,1691.42,1632.18,1673.73,627985.6119
2023-03-17,1673.73,1800.0,1662.65,1789.27,907528.2825
2023-03-18,1789.26,1841.0,1747.47,1758.84,711614.731
2023-03-19,1758.84,1841.36,1757.92,1780.68,541131.8908
2023-03-20,1780.67,1803.05,1722.0,1732.78,682848.1248
2023-03-21,1732.77,1835.0,1717.01,1801.23,742348.4999
2023-03-22,1801.23,1819.98,1710.12,1734.33,891287.6009
2023-03-23,1734.34,1857.16,1729.35,1813.79,732061.103
2023-03-24,1813.78,1818.99,1726.4,1749.57,564770.1417
2023-03-25,1749.57,1763.23,1713.09,1741.88,355679.3743
2023-03-26,1741.88,1801.0,1739.31,1773.88,354933.2372
2023-03-27,1773.88,1780.48,1686.13,1715.22,570563.5023
2023-03-28,1715.21,1795.73,1701.13,1772.99,536511.3973
2023-03-29,1773.0,1827.99,1772.48,1793.07,536865.5972
2023-03-30,1793.06,1829.69,1763.0,1793.61,579690.0394
2023-03-31,1793.6,1847.28,1777.91,1821.52,554525.4762
2023-04-01,1821.52,1842.83,1807.81,1820.79,272904.9674
2023-04-02,1820.8,1824.81,1771.7,1794.51,322122.9385
2023-04-03,1794.51,1839.99,1762.77,1810.51,628503.6619
2023-04-04,1810.51,1891.91,1802.01,1870.37,622208.6411
2023-04-05,1870.38,1942.98,1864.58,1908.69,548595.5155
2023-04-06,1908.68,1909.91,1853.7,1872.41,396241.4352
2023-04-07,1872.41,1882.61,1841.46,1863.72,284256.4873
2023-04-08,1863.73,1879.38,1847.0,1848.82,197905.5407
2023-04-09,1848.82,1873.99,1824.01,1858.92,287131.3079
2023-04-10,1858.91,1918.79,1846.4,1910.2,434739.7984
2023-04-11,1910.21,1937.37,1881.11,1889.86,405203.4892
2023-04-12,1889.86,1933.0,1852.65,1917.39,630844.4186
2023-04-13,1917.4,2023.0,1899.55,2012.01,676164.5188
2023-04-14,2012.0,2128.76,2009.22,2099.99,896307.3934
2023-04-15,2099.99,2111.85,2071.13,2090.6,321823.7851
2023-04-16,2090.61,2141.54,2072.72,2118.67,319880.4393
2023-04-17,2118.66,2120.51,2056.25,2074.0,426972.7071
2023-04-18,2073.99,2125.0,2051.0,2103.5,414244.6135
2023-04-19,2103.51,2104.6,1923.03,1933.73,775389.0602
2023-04-20,1933.74,1982.99,1914.43,1942.98,625336.2495
2023-04-21,1942.98,1957.27,1825.0,1848.78,688876.6186
2023-04-22,1848.77,1887.31,1841.64,1874.16,331007.5879
2023-04-23,1874.17,1882.01,1836.37,1862.0,344514.3444
2023-04-24,1862.01,1890.0,1806.0,1841.84,447864.0517
2023-04-25,1841.84,1877.86,1801.66,1866.1,457870.6047
2023-04-26,1866.1,1964.72,1785.0,1866.01,897709.7298
2023-04-27,1866.01,1940.96,1861.19,1908.68,727472.9466
2023-04-28,1908.68,1923.88,1873.94,1890.94,387630.7791
2023-04-29,1890.93,1918.0,1883.05,1907.8,182046.1406
2023-04-30,1907.79,1939.0,1866.16,1870.09,355336.4888
2023-05-01,1870.08,1886.49,1806.12,1830.73,445519.1779
2023-05-02,1830.73,1881.87,1822.94,1870.08,373753.2027
2023-05-03,1870.09,1916.52,1842.64,1905.12,465185.2501
2023-05-04,1905.12,1918.26,1866.71,1877.07,354528.6144
2023-05-05,1877.07,1998.36,1875.65,1993.3,546608.875
2023-05-06,1993.3,2019.0,1860.0,1896.33,608106.9915
2023-05-07,1896.33,1933.33,1867.59,1870.4,413268.8357
2023-05-08,1870.41,1883.97,1810.73,1847.56,625316.6168
2023-05-09,1847.55,1861.88,1830.99,1846.52,304396.186
2023-05-10,1846.53,1887.47,1790.51,1840.84,639933.3855
2023-05-11,1840.83,1842.02,1772.68,1794.3,522096.0725
2023-05-12,1794.31,1818.63,1740.0,1807.45,565539.8309
2023-05-13,1807.45,1817.03,1785.23,1795.11,212895.4373
2023-05-14,1795.12,1824.0,1789.82,1799.21,218101.0977
2023-05-15,1799.2,1846.7,1785.05,1816.2,388171.9261
2023-05-16,1816.21,1832.64,1796.2,1824.21,311238.6786
2023-05-17,1824.21,1837.5,1783.68,1822.12,352097.9913
2023-05-18,1822.12,1831.92,1771.12,1800.56,293755.311
2023-05-19,1800.56,1829.54,1796.81,1812.32,243116.4676
2023-05-20,1812.31,1828.87,1807.06,1819.42,127754.4349
2023-05-21,1819.42,1828.98,1797.21,1804.91,161517.8053
2023-05-22,1804.91,1828.27,1792.01,1817.35,237498.9423
2023-05-23,1817.36,1872.5,1815.24,1854.05,396869.6097
2023-05-24,1854.06,1854.09,1777.6,1799.89,420846.1445
2023-05-25,1799.89,1818.81,1761.41,1805.6,350633.0089
2023-05-26,1805.61,1838.2,1796.99,1827.79,275690.6854
2023-05-27,1827.8,1836.12,1812.18,1829.89,138824.9406
2023-05-28,1829.89,1918.65,1823.6,1908.64,378392.4371
2023-05-29,1908.64,1927.62,1873.65,1892.6,313593.4942
2023-05-30,1892.6,1917.0,1881.19,1900.59,272665.8402
2023-05-31,1900.58,1907.13,1846.95,1873.63,319255.5681
2023-06-01,1873.63,1889.2,1840.0,1861.78,270496.6097
2023-06-02,1861.78,1910.0,1847.51,1906.68,313004.0658
2023-06-03,1906.69,1907.92,1881.6,1892.06,148818.2427
2023-06-04,1892.05,1914.63,1884.22,1890.01,172683.0119
2023-06-05,1890.0,1890.63,1778.0,1810.5,555361.2683
2023-06-06,1810.49,1898.29,1797.18,1884.64,491407.2174
2023-06-07,1884.65,1897.8,1821.18,1832.13,429196.7064
2023-06-08,1832.12,1861.28,1828.31,1845.64,189270.4853
2023-06-09,1845.65,1855.0,1827.0,1840.37,198324.3252
2023-06-10,1840.37,1844.99,1715.03,1751.53,652324.6695
2023-06-11,1751.52,1778.25,1738.72,1752.76,219956.2434
2023-06-12,1752.77,1759.33,1720.0,1742.57,302132.4819
2023-06-13,1742.57,1770.13,1724.22,1740.12,284268.0018
2023-06-14,1740.12,1750.03,1630.43,1650.95,415847.327
2023-06-15,1650.95,1680.91,1626.01,1666.96,370774.7696
2023-06-16,1666.96,1729.5,1649.86,1717.92,311734.5904
2023-06-17,1717.91,1770.0,1714.26,1727.76,210914.9216
2023-06-18,1727.75,1747.84,1712.0,1720.95,156535.0128
2023-06-19,1720.95,1752.19,1698.0,1737.11,245162.7589
2023-06-20,1737.1,1796.99,1714.72,1791.99,328855.6846
2023-06-21,1791.99,1901.0,1787.38,1889.11,613755.8869
2023-06-22,1889.1,1933.17,1865.98,1872.01,416714.5719
2023-06-23,1872.0,1936.42,1861.01,1892.63,401147.9324
2023-06-24,1892.63,1906.0,1864.77,1874.96,226910.2941
2023-06-25,1874.95,1930.0,1868.83,1898.8,338757.6158
2023-06-26,1898.8,1909.1,1837.18,1858.97,458743.861
2023-06-27,1858.97,1912.53,1855.19,1889.58,366634.5707
2023-06-28,1889.58,1890.19,1816.56,1828.02,337836.5792
2023-06-29,1828.03,1880.0,1827.84,1851.99,241844.8281
2023-06-30,1851.99,1948.6,1825.01,1933.79,716538.1035
2023-07-01,1933.8,1944.56,1909.44,1924.5,178373.3688
2023-07-02,1924.5,1959.2,1885.75,1937.48,255852.7832
2023-07-03,1937.49,1976.16,1933.55,1955.54,322102.4295
2023-07-04,1955.55,1967.08,1931.58,1936.2,205525.0984
2023-07-05,1936.19,1942.5,1894.51,1910.36,267633.4783
2023-07-06,1910.35,1958.0,1846.0,1846.17,456362.741
2023-07-07,1846.17,1878.0,1826.0,1870.91,232944.3466
2023-07-08,1870.92,1876.0,1842.8,1865.24,125819.8273
2023-07-09,1865.24,1879.36,1856.15,1862.8,135046.3743
2023-07-10,1862.81,1905.5,1846.63,1880.4,247868.1494
2023-07-11,1880.41,1891.99,1862.38,1878.3,177771.6117
2023-07-12,1878.31,1902.0,1864.37,1871.82,264406.8673
2023-07-13,1871.82,2012.63,1862.59,2004.49,548861.4207
2023-07-14,2004.49,2029.11,1898.39,1937.83,498724.0359
2023-07-15,1937.82,1946.37,1926.23,1931.41,135181.7663
2023-07-16,1931.41,1943.55,1914.0,1922.11,148667.1051
2023-07-17,1922.12,1936.18,1873.26,1911.2,277159.0349
2023-07-18,1911.21,1917.19,1875.73,1897.21,215780.5006
2023-07-19,1897.21,1922.04,1882.17,1888.63,218045.0005
2023-07-20,1888.64,1929.05,1878.0,1891.59,292907.5164
2023-07-21,1891.59,1905.74,1884.64,1891.73,165554.0428
2023-07-22,1891.73,1897.35,1851.18,1866.52,131901.6487
2023-07-23,1866.52,1905.25,1857.82,1888.73,153501.0178
2023-07-24,1888.74,1890.86,1833.19,1850.0,276504.5547
2023-07-25,1850.0,1868.71,1845.45,1857.66,152251.21
2023-07-26,1857.66,1888.0,1848.35,1872.0,272090.5333
2023-07-27,1871.99,1886.11,1854.84,1861.28,163766.4259
2023-07-28,1861.29,1883.39,1856.52,1874.19,138695.7147
2023-07-29,1874.2,1886.58,1869.54,1880.46,72867.0269
2023-07-30,1880.45,1885.3,1848.17,1861.79,158657.5902
2023-07-31,1861.79,1877.4,1851.02,1856.14,168204.4534
2023-08-01,1856.13,1875.62,1813.8,1873.47,358476.0966
2023-08-02,1873.48,1879.74,1821.21,1839.9,254213.0553
2023-08-03,1839.9,1859.12,1826.0,1835.81,171148.052
2023-08-04,1835.81,1851.31,1815.74,1830.23,187699.4552
2023-08-05,1830.24,1839.0,1827.5,1836.48,93657.3255
2023-08-06,1836.48,1838.58,1825.86,1830.28,90403.9915
2023-08-07,1830.28,1847.0,1802.0,1829.1,224092.9059
2023-08-08,1829.1,1876.51,1826.33,1856.3,236336.03
2023-08-09,1856.3,1871.99,1846.28,1855.35,191926.8343
2023-08-10,1855.36,1865.95,1845.38,1852.47,127321.4553
2023-08-11,1852.47,1857.26,1838.05,1848.84,113209.3103
2023-08-12,1848.84,1854.01,1846.08,1849.93,63292.6476
2023-08-13,1849.94,1862.0,1834.51,1840.73,120674.1364
2023-08-14,1840.73,1856.5,1835.0,1845.5,150196.1203
2023-08-15,1845.5,1847.36,1814.0,1828.98,186081.6989
2023-08-16,1828.98,1831.52,1798.17,1807.81,205430.7368
2023-08-17,1807.81,1809.99,1550.0,1681.49,812138.2159
2023-08-18,1681.49,1699.4,1641.02,1661.59,538083.1018
2023-08-19,1661.6,1696.72,1654.31,1669.67,231919.0485
2023-08-20,1669.68,1694.75,1662.03,1685.24,195623.5263
2023-08-21,1685.23,1688.59,1649.4,1667.55,250835.1518
2023-08-22,1667.56,1669.38,1580.0,1634.99,402012.045
2023-08-23,1635.0,1702.11,1629.05,1679.61,374761.1088
2023-08-24,1679.61,1683.37,1635.28,1661.16,231539.7805
2023-08-25,1661.16,1677.22,1635.51,1653.8,236261.6898
2023-08-26,1653.79,1655.59,1644.0,1647.04,79175.425
2023-08-27,1647.03,1660.24,1646.32,1658.33,87789.9196
2023-08-28,1658.33,1664.34,1621.75,1653.08,214351.0143
2023-08-29,1653.08,1745.84,1640.0,1729.42,494371.0823
2023-08-30,1729.41,1730.93,1694.34,1705.23,202841.4402
2023-08-31,1705.23,1729.0,1630.0,1645.76,330518.2668
2023-09-01,1645.77,1654.53,1602.33,1629.12,302406.1686
2023-09-02,1629.13,1645.0,1628.03,1637.03,102145.9476
2023-09-03,1637.02,1647.5,1625.14,1635.84,116767.2862
2023-09-04,1635.84,1644.82,1616.32,1630.51,168010.9056
2023-09-05,1630.52,1648.02,1609.69,1634.45,204365.4907
2023-09-06,1634.46,1670.0,1609.2,1633.15,219541.0193
2023-09-07,1633.15,1660.0,1623.4,1648.11,228558.2782
2023-09-08,1648.11,1658.93,1616.21,1636.44,221570.0458
2023-09-09,1636.43,1637.52,1629.74,1635.54,58519.6229
2023-09-10,1635.53,1635.7,1600.0,1617.42,207957.8428
2023-09-11,1617.42,1619.0,1531.01,1551.85,417424.8189
2023-09-12,1551.84,1626.0,1549.67,1592.97,329739.9685
2023-09-13,1592.97,1619.3,1581.88,1607.62,223409.2889
2023-09-14,1607.61,1644.29,1607.05,1626.47,275301.1505
2023-09-15,1626.48,1654.08,1611.42,1641.29,181340.024
2023-09-16,1641.3,1653.17,1631.31,1634.4,99555.4671
2023-09-17,1634.4,1635.0,1612.0,1622.48,120227.4117
2023-09-18,1622.48,1669.5,1603.88,1636.66,279041.6978
2023-09-19,1636.66,1661.04,1626.32,1643.12,184282.4258
2023-09-20,1643.13,1649.34,1604.51,1622.26,232844.2347
2023-09-21,1622.27,1625.3,1567.77,1583.94,240627.544
2023-09-22,1583.94,1602.68,1576.58,1593.08,124886.091
2023-09-23,1593.07,1598.24,1587.45,1593.86,64537.1341
2023-09-24,1593.85,1601.12,1570.01,1580.71,137517.8533
2023-09-25,1580.71,1597.5,1563.01,1588.33,176706.9277
2023-09-26,1588.34,1599.78,1580.05,1594.01,125583.0161
2023-09-27,1594.02,1634.1,1583.5,1598.64,274404.4328
2023-09-28,1598.63,1668.21,1598.14,1652.99,331409.7015
2023-09-29,1653.0,1688.0,1648.37,1667.45,251975.6728
2023-09-30,1667.45,1694.32,1666.19,1670.89,136924.9141
2023-10-01,1670.89,1751.0,1668.0,1733.79,225611.5868
2023-10-02,1733.8,1744.0,1636.79,1662.4,378575.6898
2023-10-03,1662.41,1670.65,1643.0,1656.88,198287.1164
2023-10-04,1656.88,1657.66,1625.0,1646.58,222861.7167
2023-10-05,1646.58,1655.47,1606.73,1611.79,237378.7449
2023-10-06,1611.79,1662.0,1611.68,1645.03,220507.9286
2023-10-07,1645.03,1647.71,1630.03,1633.57,101241.5732
2023-10-08,1633.56,1641.4,1616.17,1632.84,149424.6635
2023-10-09,1632.85,1636.0,1546.0,1580.13,340141.0988
2023-10-10,1580.13,1594.9,1550.55,1567.63,240659.3287
2023-10-11,1567.62,1578.43,1544.26,1566.87,260253.9671
2023-10-12,1566.86,1568.56,1521.0,1539.61,237221.4977
2023-10-13,1539.61,1575.36,1537.76,1552.16,192205.8736
2023-10-14,1552.16,1561.72,1544.55,1554.94,100314.6754
2023-10-15,1554.94,1567.62,1547.44,1557.77,120311.2738
2023-10-16,1557.78,1639.43,1555.06,1599.42,418510.8644
2023-10-17,1599.41,1600.53,1551.08,1565.01,234817.0699
2023-10-18,1565.01,1585.42,1555.88,1563.44,177750.2253
2023-10-19,1563.45,1574.45,1541.61,1566.57,216217.6675
2023-10-20,1566.57,1630.4,1561.19,1603.89,315995.792
2023-10-21,1603.88,1644.53,1592.36,1628.94,176419.4092
2023-10-22,1628.94,1667.8,1621.1,1663.7,228650.9225
2023-10-23,1663.69,1800.0,1657.07,1765.46,610931.9663
2023-10-24,1765.47,1854.38,1756.21,1784.98,674055.1375
2023-10-25,1784.98,1817.69,1760.0,1787.15,354410.8294
2023-10-26,1787.15,1865.54,1762.21,1803.38,431169.0453
2023-10-27,1803.39,1803.91,1744.66,1779.4,274532.6921
2023-10-28,1779.41,1803.23,1770.0,1776.2,122919.7382
2023-10-29,1776.21,1811.3,1762.66,1795.14,144110.6508
2023-10-30,1795.14,1829.84,1777.77,1809.04,277686.192
2023-10-31,1809.03,1819.41,1780.99,1814.67,258074.5796
2023-11-01,1814.67,1857.66,1783.19,1846.99,471921.6184
2023-11-02,1846.99,1875.0,1785.01,1800.8,368738.2193
2023-11-03,1800.79,1834.58,1777.11,1832.71,315000.2678
2023-11-04,1832.7,1869.9,1824.03,1855.54,171538.0364
2023-11-05,1855.54,1912.67,1846.11,1891.71,383106.7628
2023-11-06,1891.71,1914.23,1868.48,1900.95,328746.2394
2023-11-07,1900.95,1906.99,1850.32,1885.27,332419.4406
2023-11-08,1885.26,1904.69,1872.51,1888.12,247881.0997
2023-11-09,1888.11,2132.0,1882.07,2121.32,1100330.3237
2023-11-10,2121.33,2136.99,2064.61,2077.72,555573.6495
2023-11-11,2077.72,2089.6,2030.3,2053.17,370966.0372
2023-11-12,2053.16,2066.5,2012.1,2044.68,281907.559
2023-11-13,2044.69,2118.0,2028.49,2053.65,529143.5815
2023-11-14,2053.65,2064.96,1936.6,1979.39,481909.733
2023-11-15,1979.4,2062.4,1967.01,2058.48,421870.8032
2023-11-16,2058.49,2090.4,1939.1,1961.77,545286.1297
2023-11-17,1961.77,1991.5,1904.0,1960.82,401100.5069
2023-11-18,1960.82,1971.22,1916.0,1962.6,279368.2208
2023-11-19,1962.59,2015.75,1942.89,2011.47,251132.6192
2023-11-20,2011.47,2066.4,1990.0,2021.4,421717.679
2023-11-21,2021.41,2034.6,1931.43,1933.01,490163.9863
2023-11-22,1933.01,2092.46,1928.41,2063.21,466120.5109
2023-11-23,2063.22,2088.94,2040.35,2062.2,250960.6958
2023-11-24,2062.21,2133.02,2059.37,2080.84,426932.5402
2023-11-25,2080.84,2090.54,2065.3,2083.09,138847.393
2023-11-26,2083.1,2094.99,2036.42,2062.33,241262.9136
2023-11-27,2062.34,2071.24,1985.78,2027.5,326073.2298
2023-11-28,2027.5,2075.0,1995.15,2048.14,283775.9279
2023-11-29,2048.14,2075.7,2019.31,2028.81,254843.7319
2023-11-30,2028.8,2054.75,2020.85,2051.96,243680.0921
2023-12-01,2051.95,2110.87,2045.04,2087.24,372645.586
2023-12-02,2087.24,2186.6,2086.25,2164.74,320979.9768
2023-12-03,2164.75,2217.27,2149.0,2192.95,257879.1136
2023-12-04,2192.96,2274.28,2191.0,2243.37,565307.7134
2023-12-05,2243.36,2309.72,2188.33,2293.33,529829.7214
2023-12-06,2293.33,2312.23,2220.0,2232.7,408338.9056
2023-12-07,2232.7,2382.8,2222.0,2355.73,485190.0609
2023-12-08,2355.74,2392.0,2336.34,2358.72,378569.8126
2023-12-09,2358.71,2403.0,2328.01,2340.49,287771.0664
2023-12-10,2340.48,2377.47,2320.0,2352.39,200037.2102
2023-12-11,2352.39,2355.0,2156.62,2225.12,640414.9166
2023-12-12,2225.11,2244.12,2166.0,2203.46,361588.9087
2023-12-13,2203.47,2284.02,2144.32,2260.16,418916.6154
2023-12-14,2260.16,2332.11,2228.2,2315.32,409508.0931
2023-12-15,2315.32,2317.81,2200.0,2220.5,333552.6328
2023-12-16,2220.51,2263.4,2210.0,2228.96,199285.923
2023-12-17,2228.96,2248.68,2191.5,2196.52,225925.7675
2023-12-18,2196.53,2224.0,2116.6,2219.43,364103.1181
2023-12-19,2219.44,2255.0,2135.55,2177.91,383551.4049
2023-12-20,2177.9,2266.0,2156.0,2202.17,416841.6272
2023-12-21,2202.17,2279.31,2182.98,2239.61,453069.7252
2023-12-22,2239.6,2343.15,2230.59,2324.54,591357.488
2023-12-23,2324.54,2330.65,2265.0,2308.2,255626.9352
2023-12-24,2308.2,2326.19,2245.0,2264.05,307951.076
2023-12-25,2264.04,2304.8,2253.1,2271.35,286277.1616
2023-12-26,2271.36,2274.99,2178.45,2230.88,410413.1591
2023-12-27,2230.88,2392.44,2211.88,2378.35,541537.3574
2023-12-28,2378.35,2445.8,2335.0,2344.15,580459.982
2023-12-29,2344.15,2385.41,2255.34,2299.2,450201.2069
2023-12-30,2299.2,2322.84,2268.0,2291.68,210539.1327
2023-12-31,2291.68,2321.34,2258.88,2281.87,222175.8779
2024-01-01,2281.87,2352.37,2265.24,2352.04,216702.6914
2024-01-02,2352.05,2431.3,2341.0,2355.34,458041.6642
2024-01-03,2355.35,2385.45,2100.0,2209.72,798729.4869
2024-01-04,2209.72,2294.69,2201.91,2267.11,448844.055
2024-01-05,2267.11,2277.21,2206.17,2268.78,405568.0006
2024-01-06,2268.78,2270.0,2216.4,2240.78,194067.8656
2024-01-07,2240.77,2258.01,2203.46,2221.42,207138.6927
2024-01-08,2221.42,2358.2,2166.38,2330.44,539407.5547
2024-01-09,2330.43,2371.72,2226.78,2344.29,551454.9931
2024-01-10,2344.3,2643.1,2339.59,2584.38,1038388.666
2024-01-11,2584.37,2689.39,2566.01,2618.01,838712.2577
2024-01-12,2618.01,2717.32,2458.0,2522.54,887457.7627
2024-01-13,2522.55,2590.0,2497.5,2578.19,422061.232
2024-01-14,2578.18,2578.69,2470.0,2472.87,306207.7463
2024-01-15,2472.87,2553.82,2470.92,2511.78,315247.8819
2024-01-16,2511.79,2614.43,2500.05,2587.4,381077.6247
2024-01-17,2587.41,2592.97,2506.75,2530.19,366281.3477
